location,date,zika_bool,max_temp,max_temp1,max_temp2,mean_temp,mean_temp1,mean_temp2,min_temp,min_temp1,min_temp2,dew_point,dew_point1,dew_point2,precipitation,precipitation1,precipitation2,wind,wind1,wind2,density_per_km,airport_dist_any,airport_dist_large,mosquito_dist,gdp,gdp_ppp
Colombia-Boyaca-El_Espino,2016-01-09,0,91.7,92.22,40.28,81.83,82.83,34.24,71.83,72.44,28.2,63.26,65.35,25.46,0.1391,0.0,0.0,5.74,3.26,5.61,12.674837112426758,0.4539937395999809,6.122359299600049,0.8610383396000195,291.5,666.9
Dominican_Republic-Santa_Cruz-Barahona,2016-01-30,1,86.0,87.0,87.0,77.0,77.0,76.0,69.0,67.0,66.0,70.0,70.0,67.0,0.0,0.0,0.0,10.0,8.0,7.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Colombia-Santander-Onzaga,2016-06-18,1,26.0,27.0,26.0,22.0,22.0,22.0,18.0,18.0,18.0,19.0,19.0,19.0,7.87,6.1,4.83,8.0,8.0,8.0,9.29130744934082,0.750382584672994,4.470439726672983,0.6801423426729974,291.5,666.9
Colombia-Cundinamarca-Facatativa,2016-02-13,1,21.0,23.0,73.0,15.0,14.0,56.0,10.0,6.0,40.0,8.0,9.0,47.0,0.0,0.75,0.2,11.0,8.0,5.0,1207.733154296875,0.05451327033699385,0.05451327033699385,0.042348472337002015,291.5,666.9
Dominican_Republic-Distrito_Nacional,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Casanare-Chameza,2016-05-07,1,25.6,24.0,23.0,29.25,25.466666666666665,39.46666666666667,24.0,24.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,8.4,14.0,0.0,27.265804290771484,0.24729074254599026,1.892436286546039,1.2685718205460017,291.5,666.9
Colombia-Choco-Lloro,2016-01-09,1,87.0,88.0,88.0,81.0,82.0,82.0,76.0,77.0,76.0,77.0,77.0,77.0,0.38,0.02,0.0,2.0,2.0,1.0,17.109172821044922,0.046891743958013016,6.329142526157947,0.04857206375801354,291.5,666.9
Colombia-Huila-Palermo,2016-06-25,1,92.0,32.0,33.0,83.0,28.0,28.0,74.0,23.0,23.0,65.0,18.0,19.0,0.04,0.51,0.25,6.0,10.0,7.0,53.10063171386719,0.02350223007700108,4.951836432076988,1.4984768420769903,291.5,666.9
Colombia-Antioquia-Copacabana,2016-05-21,1,87.0,27.0,27.0,76.0,22.0,22.0,65.0,18.0,18.0,59.0,17.0,17.0,0.0,0.0,0.0,6.0,6.0,5.0,1293.366455078125,0.02632212972499946,4.585456749724978,0.0033269257250005315,291.5,666.9
Colombia-Antioquia-Titiribi,2016-01-09,0,84.0,85.0,86.0,75.0,76.0,75.0,65.0,66.0,64.0,61.0,58.0,55.0,0.0,0.0,0.0,4.0,7.0,5.0,131.30001831054688,0.06574771620000004,4.561871036199964,0.06904173619999633,291.5,666.9
Colombia-Caqueta-Valparaiso,2016-02-20,1,75.0,23.0,23.0,66.0,18.0,18.0,57.0,13.0,13.0,57.0,13.0,13.0,0.37,8.13,0.0,4.0,5.0,5.0,69.23680877685547,0.3432431954119956,3.0191478994119545,0.3688914794119996,291.5,666.9
Colombia-Antioquia-La_Pintada,2016-04-23,1,24.0,21.0,23.0,19.0,18.0,19.0,14.0,13.0,14.0,14.0,15.0,14.0,2.28,30.23,5.59,8.0,4.0,6.0,174.8401336669922,0.20840915177299965,3.221760899772984,0.2251090497730005,291.5,666.9
Colombia-Narino-El_Penol,2016-01-09,0,73.0,74.0,75.0,65.0,64.0,63.0,56.0,54.0,52.0,58.0,56.0,53.0,1.45,0.02,0.0,2.0,3.0,4.0,221.17884826660156,0.03523051278493289,3.506600960384904,0.10658220498492961,291.5,666.9
Colombia-Arauca-Cravo_Norte,2016-06-18,1,30.0,30.0,30.0,26.0,27.0,26.0,23.0,23.0,23.0,24.0,25.0,25.0,17.78,96.27,50.04,4.0,3.0,2.0,0.7731643915176392,0.8702099267809997,18.125351446781064,2.6892435527809906,291.5,666.9
United_States-US_Virgin_Islands,2016-06-01,1,89.0,89.0,89.0,86.0,85.0,85.0,82.0,80.0,79.0,76.0,75.0,74.0,0.01,0.08,0.29,12.0,12.0,13.0,835.0464477539062,0.005879047450000851,1.2331525574500044,1.109178367450005,18120.7,18120.7
Haiti-Ouest-Croix_des_Bouquets,2016-02-03,1,32.0,32.0,32.0,28.0,28.0,27.0,24.0,23.0,23.0,19.0,19.0,19.0,0.0,0.0,0.0,14.0,14.0,14.0,3529.599853515625,0.004384420000000754,6.5641976200000185,0.0007928200000000249,8.7,18.8
Colombia-Huila-Neiva,2016-05-21,1,92.0,33.0,34.0,84.0,28.0,29.0,76.0,23.0,24.0,69.0,21.0,21.0,0.12,0.0,8.89,5.0,7.0,6.0,346.6219482421875,0.00041236294570001525,4.40984330754568,1.8011256177456987,291.5,666.9
Colombia-Amazonas-Puerto_Santander,2016-01-09,0,91.0,91.0,93.0,83.0,83.0,85.0,74.0,75.0,76.0,71.0,66.0,64.0,0.0,0.0,0.0,5.0,13.0,14.0,219.87786865234375,0.19850406165000065,16.413413027650027,0.1957652456500004,291.5,666.9
Colombia-Bogota-Chapinero_Chico_Lago,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.009115852771611473,0.009115852771611473,0.17000202117161126,291.5,666.9
Colombia-Narino-Taminango,2016-06-04,1,24.0,78.0,80.0,19.0,69.0,70.0,14.0,60.0,60.0,16.0,57.0,56.0,0.51,0.03,0.0,5.0,6.0,7.0,105.8515625,0.03055229462899997,4.048783376629011,0.9795789086289952,291.5,666.9
Colombia-Cundinamarca-San_Antonio_Del_Tequendama,2016-06-25,1,66.0,19.0,19.0,57.0,13.0,13.0,48.0,9.0,8.0,48.0,8.0,9.0,0.0,0.0,0.0,7.0,11.0,9.0,164.42251586914062,0.04943940438201403,0.04943940438201403,0.014077927382021786,291.5,666.9
Colombia-Antioquia-Anza,2016-06-18,1,29.0,28.0,28.0,23.0,22.0,23.0,17.0,17.0,18.0,14.0,15.0,17.0,0.0,0.0,0.0,4.0,8.0,7.0,44.35679244995117,0.07535586826100543,5.468446124260995,0.056097598260999894,291.5,666.9
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Colombia-Sucre-San_Marcos,2016-04-30,1,64.25999999999999,65.58,46.519999999999996,55.28,56.599999999999994,39.879999999999995,45.64,45.96,33.24,45.94,47.26,31.58,0.165,0.5940000000000001,0.528,5.68,5.34,6.68,81.60086059570312,0.4674269593130002,16.650242797312984,2.8014867333129967,291.5,666.9
Colombia-Antioquia-Caucasia,2016-06-18,1,87.84,88.76,84.36,79.32,82.0,76.84,70.88,74.48,69.32,70.16,72.92,68.92,0.0,0.0,0.0828,8.0,8.92,9.08,88.91580200195312,0.00013716006041000596,11.849088711860395,1.2317742324604095,291.5,666.9
Colombia-Arauca-Fortul,2016-06-25,1,83.5,87.3,86.2,74.45,75.45,73.6,64.45,62.6,61.0,64.9,61.25,59.9,1.0165000000000002,0.0,0.0,4.1,4.9,3.15,40.83136749267578,0.1180342737802097,10.020767591180238,1.7138765237802094,291.5,666.9
Colombia-Tolima-Ortega,2016-04-30,1,29.0,29.0,28.0,24.0,25.0,24.0,20.0,20.0,21.0,21.0,21.0,21.0,2.04,0.51,12.2,7.0,9.0,8.0,38.815650939941406,0.2440253845170012,1.7396294565169959,0.301209064517001,291.5,666.9
Colombia-Norte_Santander-Villa_Del_Rosario,2016-05-21,1,93.0,32.0,33.0,86.0,28.0,29.0,79.0,24.0,25.0,67.0,21.0,21.0,0.08,16.0,0.0,17.0,13.0,16.0,1379.1610107421875,0.008881839272498577,12.684201051072456,0.006689762472501223,291.5,666.9
Colombia-Antioquia-Marinilla,2016-06-11,1,23.0,23.0,74.0,18.0,18.0,65.0,13.0,13.0,56.0,13.0,14.0,57.0,15.75,45.21,1.61,5.0,4.0,4.0,554.3917236328125,0.006791654532999135,3.6022671205330017,0.0540814565329937,291.5,666.9
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Colombia-Choco-Belen_De_Bajira,2016-01-09,0,91.0,90.0,90.0,84.0,84.0,84.0,77.0,78.0,78.0,74.0,74.0,75.0,0.0,0.0,0.0,7.0,8.0,7.0,15.98078441619873,0.19414942390900025,10.008513149909001,0.5311239559089997,291.5,666.9
Colombia-Antioquia-Caceres,2016-06-25,1,87.9,88.85,86.1,79.2,82.0,78.4,70.55,74.3,70.7,70.1,72.95,70.45,0.0,0.0,0.08549999999999999,8.0,8.95,9.05,21.32377815246582,0.17426432586600146,9.723410343865954,0.5314676298659914,291.5,666.9
Colombia-Santander-Tona,2016-06-04,1,26.0,80.0,81.0,22.0,73.0,74.0,18.0,67.0,67.0,19.0,68.0,69.0,4.83,0.05,0.47,8.0,5.0,5.0,25.835269927978516,0.0532295359490004,7.642123567949007,0.03180782594899804,291.5,666.9
Colombia-Antioquia-Entrerrios,2016-06-18,1,29.0,28.0,28.0,23.0,22.0,23.0,17.0,17.0,18.0,14.0,15.0,17.0,0.0,0.0,0.0,4.0,8.0,7.0,57.6029052734375,0.12530667777999902,5.351688237779986,0.05299893378000011,291.5,666.9
Dominican_Republic-Distrito_Nacional,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Magdalena-Pivijay,2016-06-25,1,90.0,33.0,33.0,83.0,29.0,29.0,77.0,24.0,25.0,77.0,25.0,26.0,0.0,1.02,0.51,7.0,12.0,9.0,30.55436897277832,0.21155672647700205,24.669726788476943,0.043933634476999855,291.5,666.9
Colombia-Narino-Funes,2016-01-09,0,68.0,62.0,60.0,55.0,54.0,52.0,43.0,47.0,44.0,49.0,48.0,47.0,0.02,0.02,0.03,3.0,5.0,6.0,7.321470260620117,0.06912946336499859,2.103692985365007,0.44482689536499487,291.5,666.9
Dominican_Republic-Duarte,2016-06-04,1,31.0,87.0,87.0,27.0,81.0,81.0,23.0,75.0,74.0,25.0,77.0,76.0,0.0,0.0,0.0,9.0,7.0,6.0,110.77558898925781,0.08457968797344273,0.7351335165734444,4.441030731773462,68.2,149.9
Panama-Chiriqui,2016-04-11,1,35.0,35.0,35.0,30.0,30.0,30.0,25.0,27.0,26.0,22.0,20.0,24.0,9.91,0.0,0.0,8.0,17.0,5.0,52.248016357421875,0.039751408634890587,9.269796071834868,2.118752447634924,54.3,91.1
Panama-Kuna_Yala-Ustupu,2016-04-11,1,35.0,35.0,35.0,29.0,29.0,28.0,23.0,24.0,22.0,20.0,21.0,21.0,0.0,0.0,0.0,7.0,9.0,6.0,18.77334213256836,2.1244561176199186,2.1244561176199186,2.498108220819938,54.3,91.1
Panama-Metro-Tocumen,2016-04-11,1,35.0,35.0,35.0,29.0,29.0,28.0,23.0,24.0,22.0,20.0,21.0,21.0,0.0,0.0,0.0,7.0,9.0,6.0,1172.26513671875,0.00020603814276994424,0.00020603814276994424,7.900786059942737,54.3,91.1
Colombia-Valle_Del_Cauca-Dagua,2016-06-25,1,86.0,30.0,31.0,77.0,24.0,25.0,67.0,18.0,19.0,66.0,19.0,19.0,0.04,0.0,0.76,5.0,7.0,7.0,45.029380798339844,0.10873042930780649,7.560004560307778,0.07266849490781109,291.5,666.9
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Colombia-Magdalena-Puebloviejo,2016-04-09,1,35.0,34.0,36.0,30.0,30.0,31.0,26.0,26.0,26.0,24.0,23.0,23.0,0.0,0.0,0.0,9.0,8.0,9.0,183.22695922851562,0.019106786052999987,29.691010828053003,0.22235554205300428,291.5,666.9
Dominican_Republic-Azua,2016-05-14,1,31.0,30.0,31.0,27.0,27.0,27.0,23.0,23.0,23.0,23.0,24.0,24.0,0.0,1.02,0.0,17.0,12.0,17.0,3252.601806640625,0.18933920505333862,1.1362294488533204,1.8756091154533594,68.2,149.9
Colombia-Cundinamarca-El_Rosal,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,268.18768310546875,0.03645755747599657,0.03645755747599657,0.08714725347600397,291.5,666.9
Brazil-Amazonas,2016-05-28,1,89.0,90.0,31.0,83.0,83.0,28.0,76.0,76.0,24.0,77.0,78.0,25.0,0.94,0.32,62.99,3.0,2.0,6.0,0.33221176266670227,1.282715586916433,134.6552165943166,1.0993008379164502,1799.7,3224.4
Colombia-Caqueta-Puerto_Rico,2016-05-07,1,49.1,46.6,32.7,45.8,48.9,32.03883495145631,42.199999999999996,41.8,31.5,36.8,37.9,24.0,0.29700000000000004,0.093,0.07499999999999998,7.5,9.9,21.2,10.08099365234375,0.2116685199489959,8.816296649948987,0.2800932919489949,291.5,666.9
Haiti-Nippes-Miragoane,2016-02-03,1,32.0,32.0,32.0,28.0,28.0,27.0,24.0,23.0,23.0,19.0,19.0,19.0,0.0,0.0,0.0,14.0,14.0,14.0,1067.05615234375,0.3612114788372721,11.677848903237244,0.44130474023727345,8.7,18.8
Colombia-Norte_Santander-Teorama,2016-06-11,1,44.92,52.84,49.12,38.04,46.84,38.96,31.160000000000004,40.959999999999994,29.8,32.519999999999996,36.92,30.8,1.1832,0.6856,2.5060000000000002,8.28,10.04,9.64,35.22345733642578,0.020060506901410816,14.693815356701423,0.9851402613014135,291.5,666.9
Colombia-Antioquia-Sabaneta,2016-04-16,1,27.0,28.0,30.0,22.0,23.0,24.0,18.0,19.0,19.0,17.0,17.0,16.0,0.0,0.0,0.0,5.0,6.0,7.0,7823.7890625,0.005488724880999834,4.258694008880953,0.007014164880999739,291.5,666.9
Colombia-Cundinamarca-Subachoque,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,109.84715270996094,0.05217792022600005,0.05217792022600005,0.17204865422599824,291.5,666.9
Colombia-Meta-Puerto_Lopez,2016-06-11,1,30.0,29.0,86.0,25.0,25.0,78.0,21.0,21.0,71.0,21.0,22.0,72.0,4.06,6.09,1.42,3.0,2.0,2.0,5.939977645874023,0.3687843000400066,1.7915648680400207,1.849603999997417e-05,291.5,666.9
Colombia-Norte_Santander-Herran,2016-03-19,1,33.0,31.0,32.0,29.0,27.0,28.0,24.0,24.0,24.0,21.0,21.0,22.0,8.89,0.0,0.0,9.0,8.0,9.0,36.65369415283203,0.1793329166899999,10.628280398690029,0.17365762068999974,291.5,666.9
Panama-Kuna_Yala-Nalugena,2016-04-11,1,37.0,36.0,37.0,30.0,30.0,29.0,24.0,25.0,24.0,20.0,21.0,21.0,0.0,0.0,0.0,8.0,14.0,7.0,19.993396759033203,0.23081443848999686,2.2416656164900193,8.587769400489954,54.3,91.1
Brazil-Mato_Grosso_do_Sul,2016-05-28,1,74.0,75.0,26.0,66.0,68.0,22.0,58.0,61.0,18.0,56.0,62.0,18.0,0.76,0.01,141.99,10.0,8.0,12.0,14.969072341918945,0.10475175370986148,54.079951547909836,0.11656483910985743,1799.7,3224.4
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Panama-Kuna_Yala-Nargana,2016-04-11,1,35.0,35.0,35.0,29.0,29.0,28.0,23.0,24.0,22.0,20.0,21.0,21.0,0.0,0.0,0.0,7.0,9.0,6.0,12.695869445800781,0.774700201716048,0.774700201716048,5.253426210716022,54.3,91.1
Colombia-Atlantico-Campo_De_La_Cruz,2016-05-21,1,95.0,34.0,34.0,88.0,30.0,29.0,81.0,26.0,25.0,80.0,26.0,25.0,0.04,19.05,24.64,8.0,12.0,10.0,159.59335327148438,0.27037530436999985,21.97246946236995,0.05453206237000004,291.5,666.9
Guatemala-Suchitepequez,2016-03-26,1,35.0,34.0,34.0,29.0,28.0,28.0,23.0,23.0,23.0,20.0,21.0,20.0,0.0,0.0,150.88,20.0,18.0,22.0,161.30096435546875,0.09524700690325516,6.478551240703234,0.622057419903267,63.8,126.2
Dominican_Republic-La_Romana,2016-06-04,1,30.0,88.0,88.0,27.0,82.0,81.0,23.0,75.0,74.0,24.0,75.0,75.0,0.0,0.0,0.0,7.0,6.0,7.0,623.6870727539062,0.00319686295513909,0.3811914055551374,7.3848904367550885,68.2,149.9
Colombia-Bolivar-El_Penon,2016-02-27,1,72.0,75.0,23.0,65.0,66.0,18.0,57.0,57.0,13.0,58.0,57.0,13.0,0.28,0.37,8.13,3.0,4.0,5.0,141.2722625732422,0.06329719021000335,3.378947792209978,0.15341607820999859,291.5,666.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Colombia-Magdalena-Tenerife,2016-04-02,1,69.72,70.76,43.44,61.16,62.2,37.36,52.08,52.120000000000005,31.28,51.68,52.72,29.759999999999998,0.13,0.4680000000000001,0.41600000000000004,5.96,5.48,6.96,35.3187255859375,0.3764298891939993,21.15639120319399,0.4844430591939996,291.5,666.9
Panama-Kuna_Yala-Mulatupu,2016-04-11,1,37.0,36.0,37.0,30.0,30.0,29.0,24.0,25.0,24.0,20.0,21.0,21.0,0.0,0.0,0.0,8.0,14.0,7.0,19.993396759033203,0.23081443848999686,2.2416656164900193,8.587769400489954,54.3,91.1
Colombia-Norte_Santander-San_Cayetano,2016-04-30,1,20.0,21.0,20.0,16.0,15.0,16.0,11.0,10.0,11.0,12.0,9.0,12.0,0.0,0.0,76.71,10.0,12.0,9.0,20.747108459472656,0.3650419860880022,0.3650419860880022,0.38249258208801123,291.5,666.9
Colombia-Cesar-San_Martin,2016-05-21,1,86.0,30.0,30.0,79.0,26.0,25.0,71.0,21.0,21.0,72.0,21.0,22.0,0.54,67.05,10.93,4.0,3.0,2.0,4.8640546798706055,0.16055092892800094,1.2092512009279992,0.08317704092799987,291.5,666.9
Colombia-Cordoba-Lorica,2016-05-21,1,94.0,32.0,33.0,85.0,28.0,29.0,76.0,24.0,24.0,78.0,25.0,25.0,0.01,7.36,13.97,1.0,1.0,2.0,162.05014038085938,0.041723322944293505,12.768210282944136,1.1936773375443004,291.5,666.9
Colombia-Magdalena-Sabanas_De_San_Angel,2016-05-28,1,58.8,60.4,49.6,49.4,51.0,42.4,39.199999999999996,39.8,35.2,40.2,41.8,33.4,0.2,0.7200000000000001,0.64,5.4,5.2,6.4,16.77385711669922,0.9524520800460112,27.62425965724594,0.6327325610460087,291.5,666.9
Colombia-Bolivar-Cicuco,2016-06-25,1,52.949999999999996,54.85,52.9,43.1,45.0,45.099999999999994,32.3,33.2,37.3,34.050000000000004,35.949999999999996,35.35,0.23750000000000002,0.8550000000000001,0.76,5.1,5.05,6.1,149.92495727539062,0.040339374800002235,21.17730085479998,1.7425804148000033,291.5,666.9
Colombia-Bolivar-Villanueva,2016-04-16,1,38.0,37.0,38.0,31.0,31.0,32.0,25.0,25.0,25.0,19.0,20.0,20.0,0.0,0.0,0.0,17.0,20.0,15.0,112.98785400390625,0.10032508393700505,36.18768488593704,0.09936277393699919,291.5,666.9
Colombia-Boyaca-Cubara,2016-06-11,1,84.2,87.72,82.28,75.08,76.08,70.24,65.08,63.44,58.2,64.76,61.6,56.96,0.9416000000000001,0.0,0.0,4.24,4.76,3.3600000000000003,6.406479835510254,0.42459209899599937,9.44575057499601,0.9532284989959959,291.5,666.9
Colombia-Narino-Providencia,2016-02-06,1,29.0,85.0,86.0,27.0,81.0,82.0,25.0,77.0,78.0,23.0,72.0,73.0,2.03,0.02,0.08,5.0,6.0,3.0,277.560302734375,0.0005557701215297258,22.17363657372153,15.39248046352153,291.5,666.9
Ecuador-Pichincha,2016-04-06,1,72.0,72.0,76.0,63.0,63.0,64.0,54.0,55.0,52.0,55.0,56.0,53.0,0.0,0.2,0.0,4.0,4.0,5.0,5428.548828125,0.014040265564339188,0.014040265564339188,2.8147166681643605,99.3,184.8
Colombia-Bogota-Chapinero_Chapinero,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.009779607745001062,0.009779607745001062,0.16566328974499983,291.5,666.9
Dominican_Republic-Santo_Domingo,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Ecuador-Orellana_Joya_de_los_Sachas,2016-03-30,1,85.0,86.0,86.0,79.0,79.0,79.0,73.0,73.0,73.0,76.0,75.0,76.0,0.38,1.89,0.35,3.0,3.0,4.0,151.1546630859375,0.042999022378449145,2.282390764578468,0.3265057201784501,99.3,184.8
United_States-Massachusetts,2016-02-24,0,9.0,3.0,2.0,3.0,3.0,7.0,3.0,10.0,13.0,5.0,10.0,13.0,0.0,0.0,2.29,16.0,13.0,12.0,59.07201385498047,0.012673043913249658,0.09061109131324852,39.62316940711329,18120.7,18120.7
Colombia-Caldas-Marmato,2016-06-25,1,68.0,21.0,21.0,63.0,17.0,17.0,57.0,14.0,14.0,55.0,13.0,13.0,0.0,0.0,0.0,4.0,9.0,8.0,277.91455078125,0.2162821952569983,2.7113543272569784,0.5564124052570001,291.5,666.9
Nicaragua-Rivas-Cardenas,2016-03-14,1,35.0,35.0,34.0,29.0,29.0,29.0,23.0,25.0,24.0,19.0,22.0,21.0,0.0,0.0,0.0,17.0,17.0,19.0,53.17512512207031,1.321740218551871,17.600035768151905,0.5711487795518487,12.7,32.1
Colombia-Antioquia-Yondo,2016-06-25,1,89.0,32.0,32.0,82.0,28.0,28.0,74.0,23.0,24.0,75.0,23.0,24.0,0.35,0.0,7.11,2.0,4.0,4.0,11.658662796020508,0.01087335824964807,5.374423940649656,0.3217048792496444,291.5,666.9
Colombia-Guajira-Riohacha,2016-06-18,1,35.0,35.0,34.0,30.0,31.0,29.0,25.0,27.0,25.0,23.0,24.0,24.0,0.0,0.0,0.0,20.0,18.0,16.0,125.90714263916016,0.00023907305045021602,47.90008922085052,4.853185044991327e-05,291.5,666.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Argentina-La_Pampa,2016-03-19,1,28.0,26.0,26.0,21.0,18.0,19.0,14.0,11.0,13.0,12.0,13.0,13.0,6.1,1.02,7.87,20.0,14.0,14.0,46.056724548339844,0.0007786937601000249,36.25257340936005,19.6367102553601,642.5,883.9
Brazil-Ceara,2016-05-28,1,87.0,86.0,30.0,82.0,82.0,28.0,78.0,77.0,25.0,73.0,74.0,24.0,0.04,0.35,19.32,10.0,11.0,15.0,49.29203796386719,3.5870055598661037,15.632744690466145,0.02608457686609931,1799.7,3224.4
Colombia-Meta-El_Dorado,2016-06-25,1,66.0,19.0,19.0,57.0,13.0,13.0,48.0,9.0,8.0,48.0,8.0,9.0,0.0,0.0,0.0,7.0,11.0,9.0,6132.349609375,6.6103134500632746e-06,6.6103134500632746e-06,0.1097238001134539,291.5,666.9
Colombia-Sucre-Coloso,2016-04-09,1,36.0,36.0,36.0,29.0,30.0,31.0,22.0,24.0,25.0,24.0,24.0,24.0,0.0,0.0,0.0,6.0,6.0,5.0,34.58903503417969,0.03078929249999825,16.427718612500044,0.6593779125000016,291.5,666.9
Panama-Kuna_Yala-Mamitupu,2016-04-11,1,35.0,35.0,35.0,29.0,29.0,28.0,23.0,24.0,22.0,20.0,21.0,21.0,0.0,0.0,0.0,7.0,9.0,6.0,18.773344039916992,1.9732859595643555,1.9732859595643555,2.733087026364306,54.3,91.1
Colombia-Sucre-San_Luis_De_Since,2016-06-18,1,33.0,33.0,32.0,28.0,28.0,28.0,23.0,23.0,23.0,25.0,24.0,25.0,38.1,42.93,29.21,1.0,1.0,2.0,89.25067138671875,0.027925803650000365,17.977323773649964,1.2397869936499946,291.5,666.9
Colombia-Quindio-Buenavista,2016-03-19,1,29.0,29.0,30.0,24.0,23.0,24.0,19.0,19.0,19.0,19.0,19.0,19.0,9.66,4.07,42.92,2.0,3.0,2.0,57.58235168457031,0.009550236073000573,2.6559875340729677,0.030235684073000202,291.5,666.9
Colombia-Antioquia-Maceo,2016-02-06,1,23.0,74.0,75.0,18.0,66.0,64.0,13.0,57.0,53.0,13.0,57.0,56.0,0.0,0.06,0.0,5.0,4.0,3.0,26.102249145507812,0.5534015771249986,3.830134707124996,0.20911967112500415,291.5,666.9
Argentina-Santa_Cruz,2016-03-26,1,19.0,17.0,18.0,12.0,12.0,12.0,6.0,6.0,6.0,2.0,2.0,3.0,2.04,5.08,3.3,19.0,22.0,26.0,4.219663619995117,0.004989478666501118,397.4213011602661,162.35023325426636,642.5,883.9
Colombia-Antioquia-Medellin,2016-06-25,1,83.0,29.0,28.0,73.0,23.0,22.0,64.0,17.0,17.0,59.0,14.0,15.0,0.0,0.0,0.0,4.0,4.0,8.0,8364.98046875,0.0006815921106098894,4.435353867310592,0.00011083591061007086,291.5,666.9
Colombia-Risaralda-Guatica,2016-01-09,0,73.0,72.0,72.0,67.0,68.0,67.0,61.0,64.0,61.0,56.0,57.0,56.0,0.0,0.0,0.0,6.0,5.0,5.0,172.1241455078125,0.19386904083299913,3.107970660832989,0.6264626108330014,291.5,666.9
Dominican_Republic-Distrito_Nacional,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Boyaca-Boavita,2016-06-11,1,84.2,87.72,82.28,75.08,76.08,70.24,65.08,63.44,58.2,64.76,61.6,56.96,0.9416000000000001,0.0,0.0,4.24,4.76,3.3600000000000003,33.89521408081055,0.6922924341649827,5.100127360165036,0.8939497961650105,291.5,666.9
Colombia-Cundinamarca-Paratebueno,2016-06-25,1,82.0,27.0,30.0,76.0,23.0,25.0,69.0,20.0,21.0,70.0,21.0,21.0,0.53,34.29,4.06,3.0,2.0,3.0,9.960029602050781,0.20704142623300098,0.9845973822330051,0.14443626223300451,291.5,666.9
